ojo	O
ketala	O
bi	O
ijoba	O
ko	O
ba	O
yi	O
ohun	O
pada	O
.	O
	
awon	O
akorin	O
ewi-alohun	O
raapu	O
,	O
lilo	B-PER
kwanza	I-PER
ati	O
aderito	B-PER
goncalves	I-PER
,	O
ko	O
orin	O
kan	O
,	O
ti	O
won	O
si	O
ya	O
aworan-an	O
orin	O
ti	O
o	O
da	O
lorii	O
iwode	O
ifehonuhan	O
yii	O
,	O
""""""""""	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
30000	O
""""""""""	O
ni	O
akole	O
orin	O
naa	O
,	O
ti	O
o	O
n	O
se	O
efe	O
lori	O
iye	O
owo	O
tabua	O
ti	O
omo-ilu	O
yoo	O
san	O
fun	O
iwe	O
irinna	O
.	O
	
o	O
ku	O
ojo	O
die	O
ki	O
iwode	O
naa	O
o	O
ko	O
,	O
ajafuneto	O
omo	O
orile-ede	O
angola	B-LOC
pedrowski	B-PER
teca	I-PER
so	O
wipe	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
pon	O
dandan	O
ju	O
iwe	O
idanimo	O
pelebe	O
lo	O
,	O
o	O
ro	O
awon	O
eniyan	O
lati	O
kowoo	O
rin	O
nitori	O
aikowoo	O
rin	O
,	O
ni	O
i	O
se	O
iku	O
pa	O
omo	O
ejo	O
:	O
	
awon	O
ajo	O
agbaye	O
ti	O
deyin	O
ko	O
ofin	O
isikuro	O
ti	O
o	O
pase	O
afile	O
idiyele	O
ti	O
o	O
gbera	O
nile	O
firi	O
ti	O
o	O
si	O
lo	O
oke	O
lala	O
.	O
	
iwe	O
idanimo	O
pelebe	O
(b.i)	O
wulo	O
gege	O
bi	O
ami	O
idanimo	O
ni	O
aarin	O
ilu	O
angola	B-LOC
.	O
	
ni	O
eyin	O
odi	O
ilu	O
angola	B-LOC
,	O
panda	O
ti	O
ko	O
wulo	O
ni	O
iwe	O
idanimo	O
pelebe	O
,	O
ko	O
si	O
ami	O
idanimo	O
kan	O
ti	O
o	O
wa	O
bi	O
ko	O
se	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
.	O
	
awa	O
,	O
ti	O
a	O
wa	O
ninu	O
ilu	O
,	O
ni	O
a	O
o	O
fi	O
aabo	O
bo	O
ti	O
a	O
o	O
si	O
ke	O
pe	O
awon	O
araa	O
wa	O
ni	O
oke	O
okun	O
,	O
ki	O
awon	O
naa	O
o	O
ke	O
gbajare	O
,	O
nitori	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
se	O
koko	O
fun	O
won	O
.	O
	
ki	O
iroyin	O
naa	O
o	O
ba	O
ho	O
ye	O
leti	O
awon	O
eniyan	O
,	O
ajafunetoo	O
ni	O
ati	O
akekoo	O
ifafiti	O
,	O
david	B-PER
mendes	I-PER
,	O
ko	O
,	O
ni	O
ojo	O
iwode	O
naa	O
,	O
ise-ije	O
fun	O
aare	O
orile-ede	O
angola	B-LOC
joao	B-PER
lourenco	I-PER
:	O
	
omo-egbe	O
aare	O
joao	B-PER
lourenco	I-PER
,	O
ki	O
i	O
se	O
nitori	O
eyi	O
ni	O
awon	O
araa	O
angola	B-LOC
se	O
yan	O
o	O
sipo	O
,	O
ko	O
si	O
ibi	O
ti	O
o	O
ti	O
so	O
ninu	O
ipolongo	O
ilerii	O
re	O
,	O
o	O
ko	O
so	O
pe	O
iwe	O
eri	O
yoo	O
gbowo	O
lori	O
,	O
sibe	O
ki	O
ni	O
o	O
n	O
ro	O
?	O
	
ki	O
ni	O
e	O
fi	O
se	O
ohun	O
awon	O
mekunnu	O
?	O
	
a	O
ti	O
ri	O
irora	O
latari	O
awon	O
afile	O
idiyele	O
,	O
nje	O
o	O
mo	O
isoro	O
ti	O
o	O
n	O
fa	O
fun	O
awon	O
ara	O
ilu	O
?	O
	
a	O
ko	O
tile	O
mo	O
eni	O
naa	O
ti	O
o	O
to	O
lati	O
tuko	O
orile-ede	O
angola	B-LOC
,	O
bawo	O
ni	O
odo	O
ti	O
ko	O
nise	O
ti	O
ko	O
labo	O
yoo	O
se	O
ri	O
owo	O
gba	O
iwe	O
eri	O
?	O
	
pelu	O
gbogbo	O
re	O
,	O
ijoba	O
ko	O
i	O
tii	O
so	O
to	O
,	O
tabi	O
ki	O
o	O
kede	O
lati	O
so	O
boya	O
oun	O
yoo	O
mu	O
idiyele	O
naa	O
wale	O
.	O
	
awon	O
ogagun	O
ajagun	O
feyinti	O
orile-ede	O
naijiria	B-LOC
woyaaja	O
lati	O
nipa	O
lori	O
eto	O
idibo	O
odun-un	B-DATE
2019	I-DATE
.	O
	
bi	O
orile-ede	O
naijiria	B-LOC
se	O
n	O
mura	O
fun	O
eto	O
idibo	O
si	O
ipo	O
aare	O
ninu	O
osu	B-DATE
erele	I-DATE
,	O
awon	O
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
ti	O
won	O
di	O
oloselu	O
,	O
je	O
igi	O
gboogi	O
fun	O
oye	O
eto	O
oselu	O
orile-ede	O
naijiria	B-LOC
.	O
	
awon	O
ogagun	O
ti	O
o	O
ti	O
feyinti	O
tabi	O
awon	O
ti	O
won	O
se	O
atileyin	O
fun	O
lati	O
de	O
ori	O
ipo	O
ni	O
o	O
ti	O
n	O
tuko	O
orile-ede	O
naijiria	B-LOC
lati	O
odun	B-DATE
1999	I-DATE
ti	O
ijoba	O
tiwantiwa	O
ti	O
pada	O
.	O
	
aso	O
ti	O
o	O
waye	O
laipe	O
yii	O
laaarin	O
aare	O
ana	O
,	O
olusegun	B-PER
obasanjo	I-PER
ati	O
aare	O
ti	O
o	O
wa	O
lori	O
aleefa	O
,	O
aare	O
muhammadu	B-PER
buhari	I-PER
–	O
ti	O
awon	O
mejeeji	O
je	O
ajagun	O
feyinti	O
afipasejoba	O
ologun	O
–	O
ni	O
ipa	O
ti	O
o	O
po	O
lori	O
eto	O
idibo	O
osu	O
ti	O
o	O
n	O
bo	O
.	O
	
ninu	O
iwe	O
apileko	O
kan	O
ti	O
a	O
ko	O
ri	O
iruu	O
re	O
ri	O
ti	O
o	O
ko	O
ranse	O
si	O
buhari	B-PER
,	O
obasanjo	B-PER
fi	O
esun	O
kan-an	O
wipe	O
o	O
ni	O
ete	O
lati	O
se	O
eru	O
ibo	O
.	O
	
o	O
ko	O
o	O
sinu	O
iwe	O
naa	O
wipe	O
:	O
	
itiju	O
nla	O
gbaa	O
lo	O
je	O
fun	O
ijoba	O
tiwantiwa	O
,	O
bi	O
eto	O
ibo	O
ti	O
o	O
ye	O
ki	O
o	O
lo	O
ni	O
irowo-irose	O
lai	O
fi	O
ti	O
apa	O
kan	O
se	O
,	O
sugbon	O
ti	O
isesii	O
won	O
ko	O
fi	O
isedeede	O
han	O
,	O
aimudogba	O
ti	O
o	O
han	O
kedere	O
,	O
etan	O
ati	O
ijoye	O
awodi	O
maa	O
le	O
e	O
gbedie	O
.	O
	
obasanjo	B-PER
tenu	O
mo	O
on	O
wipe	O
buhari	B-PER
ko	O
lee	O
""""""""""	O
se	O
eto	O
ibo	O
ti	O
o	O
kesejari	O
""""""""""	O
ati	O
wipe	O
isejoba	O
tiwantiwa	O
ni	O
abe	O
isakoso	O
buhari	B-PER
ni	O
a	O
le	O
fi	O
we	O
ti	O
ijoba	O
ologun	O
familete-ki-n-tutoo	O
ti	O
abacha	B-PER
.	O
	
ni	O
odun	B-DATE
1998	I-DATE
,	O
sani	B-PER
abacha	I-PER
ti	O
o	O
je	O
ologun	O
apasewaa	O
ni	O
igba	O
naa	O
,	O
pe	O
fun	O
ibo	O
gbogboogbo	O
sugbon	O
ti	O
o	O
han	O
ketekete	O
pe	O
abacha	B-PER
ko	O
setan	O
lati	O
gbe	O
ijoba	O
sile	O
fun	O
alagbada	O
.	O
	
ni	O
asiko	O
ti	O
a	O
n	O
soroo	O
re	O
yii	O
,	O
awon	O
egbe	O
oselu	O
marun-un	O
otooto	O
ni	O
o	O
fowo	O
sii	O
wipe	O
ki	O
abacha	B-PER
o	O
je	O
oludije	O
fun	O
ipo	O
aare	O
ninu	O
egbe	O
oseluu	O
won	O
.	O
	
ni	O
bayii	O
o	O
ti	O
sipo-pada	O
,	O
okiki	O
abacha	B-PER
tan	O
kaakiri	O
o	O
si	O
di	O
ilu-mo-o-ka	O
nipa	O
iteri	O
eto	O
omo-eniyan	O
mole	O
ati	O
ijegudujera	O
.	O
	
obasanjo	B-PER
tenumoo	O
wipe	O
""""""""""	O
ipase	O
""""""""""	O
abacha	B-PER
ni	O
ojo	O
kinni	O
ana	O
naa	O
ni	O
buhari	B-PER
n	O
to	O
bayii	O
""""""""""	O
lai	O
wo	O
eyin	O
wo	O
""""""""""	O
.	O
	
shehu	B-PER
garba	I-PER
,	O
ti	O
o	O
je	O
oluranlowo	O
pataki	O
fun	O
aare	O
buhari	B-PER
lori	O
gbigbe	O
iroyin	O
jade	O
,	O
bu	O
enu	O
ate	O
lu	O
iwe	O
apileko	O
obasanjo	B-PER
:	O
	
eto	O
idibo	O
ti	O
yoo	O
waye	O
ninu	O
osu	O
ti	O
o	O
n	O
bo	O
yii	O
yoo	O
lo	O
ni	O
pele-kutu	O
,	O
gege	O
bi	O
aare	O
buhari	B-PER
ti	O
se	O
ileri	O
fun	O
omo	O
orile-ede	O
yii	O
ati	O
agbaye	O
.	O
	
obasanjo	B-PER
onkowe	O
apileko?	O
olusegun	B-PER
obasanjo	I-PER
,	O
ti	O
o	O
je	O
aare	O
ijoba	O
ologun	O
ana	O
(	O
lati	O
odun	B-DATE
1976	I-DATE
si	I-DATE
1979	I-DATE
)	O
,	O
ti	O
o	O
si	O
tun	O
se	O
aare	O
ijoba	O
alagbada	O
ti	O
ibo	O
gbe	O
wole	O
(	O
(ni	O
odun	B-DATE
1999	I-DATE
si	I-DATE
2007	I-DATE
)	O
,	O
kundun	O
lati	O
maa	O
bu	O
enu	O
ate	O
lu	O
awon	O
eto	O
ijoba	O
aare	O
orile-ede	O
naijiria	B-LOC
ti	O
o	O
je	O
tele	O
e	O
.	O
	
ni	O
esi	O
,	O
obasanjo	B-PER
gba	O
buhari	B-PER
ni	O
imoran	O
lati	O
ma	O
dije	O
fun	O
ipo	O
aare	O
fun	O
igba	O
keji	O
,	O
sugbon	O
ki	O
o	O
""""""""""	O
da	O
ifeyinti	O
ro	O
nitori	O
ojo	O
orii	O
re	O
""""""""""	O
.	O
	
amoran	O
yii	O
da	O
yanponyanrin	O
sile	O
ni	O
orile-ede	O
naijiria	B-LOC
nitori	O
wipe	O
obasanjo	B-PER
je	O
alatileyin	O
agba	O
fun	O
buhari	B-PER
gege	O
bi	O
ondije	O
ninu	O
ibo	O
ipo	O
aare	O
ni	O
saa	O
akoko	O
ni	O
odun	B-DATE
2015	I-DATE
.	O
	
saaju	O
asiko	O
yii	O
,	O
obasanjo	B-PER
ti	O
ba	O
ijoba	O
goodluck	B-PER
jonatani	I-PER
wi	O
ninu	O
iwe	O
apileko	O
ti	O
o	O
ko	O
ranse	O
si	O
i	O
ni	O
odun	B-DATE
2013	I-DATE
,	O
obasanjo	B-PER
fi	O
esun	O
kan	O
jonatani	B-PER
wipe	O
o	O
n	O
dari	O
orile-ede	O
naijiria	B-LOC
lo	O
si	O
oko	O
iparun	O
pelu	O
bi	O
o	O
se	O
fi	O
aye	O
gba	O
etan	O
,	O
ijegudujera	O
,	O
ibapin	O
aigbekele	O
lati	O
fa	O
aso	O
iyi	O
ati	O
itesiwaju	O
orile-ede	O
naa	O
ya	O
perepere	O
.	O
	
ni	O
apara	O
,	O
obasanjo	B-PER
ti	O
goodluck	B-PER
jonatani	I-PER
leyin	O
ninu	O
eto	O
idibo	O
ti	O
o	O
waye	O
ni	O
odun	B-DATE
2011	I-DATE
.	O
	
ati	O
wipe	O
ni	O
odun	B-DATE
2007	I-DATE
,	O
oun	O
yii	O
kan	O
naa	O
ni	O
o	O
ti	O
umaru	B-PER
musa	I-PER
yar'adua	I-PER
ti	O
o	O
je	O
ki	O
jonatani	B-PER
o	O
to	O
je	O
leyin	O
digbidigbi	O
.	O
	
sugbon	O
ti	O
o	O
pa	O
idi	O
ore	O
da	O
si	O
yar'adua	B-PER
leyin	O
igbati	O
o	O
bere	O
aisan	O
ti	O
ko	O
si	O
gbe	O
eto	O
ise	O
ijoba	O
fun	O
igbakeji	O
re	O
tii	O
se	O
goodluck	B-PER
jonatani	I-PER
.	O
	
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
ki	O
i	O
sinmi	O
ni	O
orile-ede	O
naijiria	B-LOC
.	O
	
abe	O
igbekun	O
awon	O
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
ati	O
awon	O
asomogbee	O
won	O
ni	O
orile-ede	O
naijiria	B-LOC
wa	O
.	O
	
bi	O
apeere	O
,	O
obasanjo	B-PER
je	O
alenuloro	O
ti	O
o	O
mo	O
alude	O
toun	O
apade	O
bi	O
awon	O
aare	O
se	O
n	O
gba	O
ipo	O
lati	B-DATE
odun	I-DATE
2007	I-DATE
si	I-DATE
2015	I-DATE
.	O
	
biotiwukiori	O
,	O
lai	O
jo	O
ti	O
awon	O
alagbada	O
–	O
yar'adua	B-PER
ati	O
jonatani	B-PER
–	O
ti	O
o	O
gbe	O
ni	O
aruge	O
,	O
ti	O
o	O
si	O
tun	O
yepere	O
won	O
,	O
ti	O
buhari	B-PER
da	O
yato	O
gedegbe	O
.	O
	
bi	O
o	O
ti	O
le	O
je	O
pe	O
obasanjo	B-PER
ti	O
buhari	B-PER
leyin	O
lati	O
lee	O
yege	O
ni	O
odun	B-DATE
2015	I-DATE
,	O
a	O
ko	O
lee	O
so	O
pe	O
atileyin	O
re	O
nikan	O
ni	O
o	O
gbe	O
e	O
de	O
ipo	O
aare	O
.	O
	
nitori	O
ohun	O
ti	O
o	O
je	O
ki	O
o	O
see	O
se	O
o	O
ju	O
bi	O
buhari	B-PER
se	O
fi	O
owo	O
we	O
owo	O
pelu	O
egbe	O
oselu	O
igbaani	O
action	B-ORG
congress	I-ORG
of	I-ORG
nigeria	I-ORG
(	O
acn	B-ORG
)	O
ti	O
bola	B-PER
tinubu	I-PER
.	O
	
egbe	O
oselu	O
congress	B-ORG
for	I-ORG
progressive	I-ORG
change	I-ORG
(	O
cpc	B-ORG
)	O
ti	O
buhari	B-PER
je	O
omo	O
egbe	O
ni	O
igbeyingbeyin	O
parapo	O
mo	O
acn	B-ORG
,	O
won	O
si	O
di	O
okan	O
ninu	O
osu	B-DATE
keji	I-DATE
odun	I-DATE
2013	I-DATE
,	O
eyi	O
ti	O
o	O
se	O
okunfa	O
idasile	O
egbe	O
oselu	O
tuntun	O
ti	O
oruko	O
re	O
n	O
je	O
ajo	O
itesiwaju	O
gbogboogbo	O
(	O
apc	B-ORG
)	O
.	O
	
ni	O
afikun	O
,	O
buhari	B-PER
ti	O
o	O
se	O
olori	O
ijoba	O
ologun	O
ni	O
odun	B-DATE
(	I-DATE
1983	I-DATE
si	I-DATE
1985	I-DATE
)	I-DATE
je	O
okan	O
lara	O
awon	O
omo	O
""""""""""	O
egbe	O
""""""""""	O
ogagun	O
ti	O
o	O
ti	O
feyinti	O
ti	O
o	O
ti	O
taku	O
ti	O
eto	O
oselu	O
orile-ede	O
loc	O
	
fun	O
idi	O
eyi	O
,	O
bi	O
obasanjo	B-PER
se	O
tabuku	O
buhari	B-PER
ni	O
gbangba	O
to	O
,	O
o	O
nii	O
se	O
pelu	O
agbara	O
ati	O
ipo	O
egbe	O
ti	O
awon	O
mejeeji	O
wa	O
gege	O
bi	O
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
.	O
	
obasanjo	B-PER
nikan	O
si	O
ko	O
ni	O
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
ti	O
o	O
n	O
tabuku	O
buhari	B-PER
.	O
	
theophilus	B-PER
danjuma	I-PER
,	O
ti	O
oun	O
naa	O
je	O
ogagun	O
ti	O
o	O
ti	O
jagun	O
feyinti	O
ni	O
osu	B-DATE
keta	I-DATE
odun	I-DATE
ti	O
o	O
koja	O
fi	O
esun	O
kan	O
""""""""""	O
egbe	O
ologun	O
orile-ede	O
naijiria	B-LOC
wipe	O
o	O
n	O
gbaruku	O
ti	O
ipaniyan	O
nipakupa	O
ti	O
o	O
n	O
lo	O
ni	O
orile-ede	O
naijiria	B-LOC
""""""""""	O
.	O
	
danjuma	B-PER
,	O
ti	O
o	O
je	O
olori	O
awon	O
ologun	O
,	O
ti	O
o	O
si	O
tun	O
je	O
minisita	O
fun	O
eto	O
abo	O
ni	O
igba	O
kan	O
ri	O
,	O
bu	O
enu	O
ate	O
lu	O
egbe	O
ologun	O
bi	O
won	O
se	O
n	O
gbe	O
leyin	O
apa	O
kan	O
da	O
apa	O
kan	O
si	O
ninu	O
aawo	O
ti	O
o	O
waye	O
laaarin	O
awon	O
darandaran	O
ati	O
agbe	O
,	O
paapaa	O
ju	O
lo	O
eyi	O
ti	O
o	O
waye	O
ni	O
ilee	O
re	O
ti	O
i	O
se	O
ipinle	O
loc	O
	
iri-ba-kan-naa	O
,	O
danjuma	B-PER
fi	O
ariwo	O
ta	O
nipa	O
ete	O
bi	O
awon	O
""""""""""	O
olopaa	O
ati	O
ologun	O
""""""""""	O
se	O
n	O
gbimopo	O
lati	O
se	O
eru	O
ninu	O
ibo	O
odun	B-DATE
2019	I-DATE
.	O
	
bakannaa	O
ewewe	O
,	O
ninu	O
osu	B-DATE
keji	I-DATE
odun	I-DATE
ti	O
o	O
koja	O
,	O
ajagun	O
feyinti	O
ti	O
o	O
tun	O
je	O
olori	O
orile-ede	O
naijiria	B-LOC
laye	O
ologun	O
,	O
ibrahim	B-PER
babangida	I-PER
gba	O
aare	O
buhari	B-PER
ni	O
iyanju	O
lati	O
maa	O
du	O
ije	O
fun	O
ipo	O
aare	O
fun	O
igba	O
keji	O
,	O
nitori	O
wipe	O
ogorun-un	O
odun	B-DATE
21	I-DATE
ti	O
naijiria	B-LOC
wa	O
yii	O
je	O
asiko	O
awon	O
odo	O
ti	O
o	O
ni	O
iriri	O
igbalode	O
.	O
	
o	O
gbagbo	O
wipe	O
igbakanigbakan	O
""""""""""	O
ohun	O
ti	O
yoo	O
je	O
anfaani	O
gbogbo	O
ara	O
ilu	O
gbodo	O
bo	O
ori	O
anfaani	O
ti	O
ara	O
eni	O
""""""""""	O
.	O
	
pelu	O
bi	O
gbogbo	O
nnkan	O
se	O
n	O
lo	O
,	O
yoo	O
feree	O
pe	O
die	O
ki	O
orile-ede	O
naijiria	B-LOC
o	O
to	O
le	O
e	O
ni	O
aare	O
ti	O
ko	O
ni	O
nnkan	O
se	O
pelu	O
,	O
tabi	O
ti	O
ko	O
ni	O
atileyin	O
‘egbe’	O
awon	O
ogagun	O
ajagun	O
feyinti	O
.	O
	
mo	O
awon	O
ondije	O
si	O
ipo	O
aare	O
naijiria	B-LOC
odun	B-DATE
2019	I-DATE
.	O
	
naijiria	B-LOC
,	O
orile-ede	O
ti	O
o	O
ni	O
eniyan	O
ti	O
o	O
po	O
ju	O
ni	O
ile-adulawo	B-LOC
,	O
yoo	O
di	O
ibo	O
ipo	O
aare	O
ni	O
ojo	B-DATE
16	I-DATE
,	O
osu	B-DATE
2019	I-DATE
.	O
	
bi-o-ti-le-je-wipe	O
awon	O
ondije	O
si	O
ipo	O
aare	O
t'o	O
73	O
,	O
ere	O
apata	O
agbara	O
–	O
ibujokoo	O
aare	O
orile-ede	O
naijiria	B-LOC
–	O
yoo	O
waye	O
ni	O
aarin-in	O
egbe	O
oloselu	O
meji	O
ti	O
o	O
ti	O
n	O
figagbaga	O
ni	O
ojo	O
ti	O
o	O
ti	O
pe	O
ati	O
awon	O
ondije	O
ti	O
a	O
pe	O
ni	O
""""""""""	O
agbara	O
iketa	O
""""""""""	O
iyen	O
awon	O
egbe	O
a	O
sese	O
de	O
sinu	O
iselu	O
orile-ede	O
naijiria	B-LOC
.	O
	
egbe	O
mejeeji	O
ti	O
o	O
gbajumo	O
ju	O
lo	O
,	O
ipejo	O
ilosiwaju	O
gbogboogbo	O
apc	B-ORG
ati	O
egbe-oloselu	O
ijoba-awa-arawa	O
pdp	B-ORG
,	O
lai	O
se	O
ani-ani	O
,	O
yoo	O
tari	O
ondije	O
won	O
si	O
gbangba	O
walia	O
:	O
	
muhammadu	B-PER
buhari	I-PER
	
aare	O
lowolowo	O
ti	O
o	O
je	O
ondije	O
labe	O
asia	O
apc	B-ORG
,	O
buhari	B-PER
lo	O
jawe	O
olubori	O
ninu	O
ibo	O
aare	O
ti	O
odun	B-DATE
2011	I-DATE
ti	O
aare	O
igba	O
kan	O
goodluck	B-PER
jonatani	I-PER
si	O
padanu	O
.	O
	
nitori	O
iru	O
eniyan	O
ti	O
buhari	B-PER
n	O
se	O
ati	O
ero	O
wipe	O
yoo	O
gbogun	O
ti	O
ijegudujera	O
ati	O
igbawole	O
egbe	O
afemisofo	O
boko	B-ORG
haram	I-ORG
ni	O
awon	O
ara	O
ilu	O
fi	O
gbe	O
e	O
sori	O
aleefa	O
.	O
	
sibe	O
,	O
labe	O
isakoso	O
re	O
,	O
aabo	O
emi	O
ko	O
si	O
pelu	O
ikolu	O
laaarin	O
darandaran	O
ati	O
agbe	O
bi	O
awon	O
darandaran	O
lati	O
ariwa	O
se	O
n	O
wo	O
guusu	O
lati	O
wa	O
koriko	O
fun	O
eran	O
osin-in	O
won	O
.	O
	
bakan	O
naa	O
,	O
eto	O
omoniyan	O
ti	O
wo	O
lule	O
ninu	O
isakoso	O
ijoba	O
re	O
,	O
pelu	O
aijeya	O
ati	O
isowo-ilu-mokumoku	O
ni	O
ibi	O
giga	O
ninu	O
ijoba	O
.	O
	
atiku	B-PER
abubakar	I-PER
	
abubakar	B-PER
ni	O
igba-keji	O
aare	O
igba	O
kan	O
ati	O
ondije	O
labe	O
asia	O
pdp	B-ORG
.	O
	
o	O
ti	O
gbiyanju	O
seyin	O
lati	O
di	O
aare	O
amo	O
ori	O
ko	O
se	O
ni	O
oore	O
.	O
	
biotiwukiori	O
ipolongo	O
re	O
je	O
igbawole	O
nitori	O
ipari	O
ija	O
ti	O
o	O
wa	O
ni	O
aarin	O
oun	O
ati	O
ogaa	O
re	O
,	O
aare	O
igba	O
kan	O
ri	O
olusegun	B-PER
obasanjo	I-PER
ti	O
o	O
so	O
wipe	O
isakoso	O
ijoba	O
buhari	B-PER
	
gege	O
bi	O
amugbalegbee	O
,	O
abubakar	B-PER
ni	O
o	O
se	O
bonkari	O
isohun-ijoba-di-adani	O
ati	O
tita	O
oke	O
aimoye	O
ile	O
ise	O
ti	O
o	O
je	O
ti	O
ijoba	O
ti	O
ko	O
pa	O
owo	O
si	O
apo	O
ijoba	O
.	O
	
awon	O
miiran	O
ti	O
o	O
ni	O
ireti	O
si	O
ipo	O
aare	O
naijiria	B-LOC
ni	O
:	O
	
obiageli	B-PER
ezekwesili	I-PER
	
ezekwesili	B-PER
,	O
obirin	O
kan	O
soso	O
ti	O
o	O
n	O
du	O
ipo	O
ninu	O
ere	O
ibo	O
sisa	O
ti	O
odun	O
ti	O
a	O
wa	O
yii	O
,	O
ti	O
se	O
minisita	O
oro	O
lile	O
inu-ile	O
ati	O
eto	O
eko	O
ni	O
asiko	O
ijoba	O
olusegun	B-PER
obasanjo	I-PER
ni	O
aarin	O
odun	B-DATE
1999	I-DATE
si	I-DATE
2007	I-DATE
.	O
	
o	O
si	O
ti	O
se	O
amugbalegbee	O
aare	O
ile	O
ifowopamo	O
agbaye	O
eka	O
ti	O
ile	B-LOC
adulawo	I-LOC
igba	O
kan	O
lati	O
osu	B-DATE
igbe	I-DATE
odun	I-DATE
2007	I-DATE
si	I-DATE
osu	I-DATE
igbe	I-DATE
odun	I-DATE
2012	I-DATE
.	O
	
ezekwesili	B-PER
ti	O
se	O
bebe	O
ninu	O
akitiyan	O
idasile	O
awon	O
akekoo-binrin	O
200	O
ti	O
omo	O
egbe	O
afemisofo	O
elesin	O
imale	O
ji	O
gbe	O
ni	O
odun	B-DATE
2014	I-DATE
.	O
	
o	O
je	O
okan	O
lara	O
oludasile	O
ipolongo	O
bringbackourgirls	B-ORG
.	O
	
bakan	O
naa	O
ni	O
o	O
je	O
ondije	O
si	O
ipo	O
aare	O
ni	O
abe	O
egbe	O
oloselu	O
allied	B-ORG
congress	I-ORG
party	I-ORG
ti	O
naijiria	B-LOC
.	O
	
kingsley	B-PER
moghalu	I-PER
	
moghalu	B-PER
je	O
onimo	O
ninu	O
idokowo	O
agbaye	O
ati	O
ofin	O
gbogbo	O
eniyan	O
ni	O
ile	O
iwe	O
ofin	O
ati	O
ogbon	B-PER
fletcher	I-PER
ni	O
ifasiti	B-ORG
tufts	I-ORG
ni	O
massachusetts	B-LOC
,	O
usa	B-LOC
moghalu	B-PER
ti	O
sise	O
ri	O
ni	O
united	B-ORG
nations	I-ORG
lati	O
odun	B-DATE
1992	I-DATE
si	I-DATE
2008	I-DATE
o	O
ti	O
se	O
igba-keji	O
gomina	O
ile	O
ifowopamo	O
agba	O
ti	O
naijiria	B-LOC
lati	B-DATE
odun	I-DATE
2009	I-DATE
si	I-DATE
2014	I-DATE
nibi	O
ti	O
""""""""""	O
o	O
ti	O
tuko	O
o	O
awon	O
agba	O
ise	O
atunse	O
ninu	O
eto	O
ikowooamo	O
orile	O
ede	O
naijiria	B-LOC
leyin	O
igba	O
ti	O
oro	O
aje	O
agbaye	O
ti	O
se	O
ojojo	O
tan	O
""""""""""	O
.	O
	
oun	O
ni	O
ondije	O
ni	O
abe	O
asia	O
egbe	O
oloselu	O
itesiwaju	O
odo	O
–	O
ypp	B-ORG
.	O
	
omoyele	B-PER
sowore	I-PER
	
sowore	B-PER
ni	O
oludasile	O
ati	O
atewejade	O
saharareporters	B-ORG
,	O
ile-ise	O
oniroyin	O
asewadii	O
ori-ayelujara	O
.	O
	
sr	B-ORG
ni	O
a	O
n	O
pe	O
ni	O
wikileaks	B-ORG
ile	B-LOC
adulawo	I-LOC
.	O
	
aja-fun-eto-omoniyan	O
yii	O
n	O
jade	O
labe	O
asia	O
african	B-ORG
action	I-ORG
congress	I-ORG
.	O
	
are	O
ti	O
n	O
lo	O
fun	O
ojo	O
iwaju	O
orile	O
ede	O
naijiria	B-LOC
.	O
	
buhari	B-PER
ati	O
abubakar	B-PER
ni	O
afigagbaga	O
idije	O
ibo	O
are	O
yii	O
.	O
	
awon	O
mejeeji	O
ti	O
n	O
figagbaga	O
ninu	O
ibo	O
naijiria	B-LOC
ni	O
ojo	O
ti	O
o	O
ti	O
pe	O
.	O
	
ni	O
ona	O
keji	O
,	O
ezekwesili	B-PER
,	O
moghalu	B-PER
,	O
sowore	B-PER
awon	O
""""""""""	O
agbara	O
iketa	O
""""""""""	O
,	O
je	O
egbe	O
ti	O
o	O
n	O
wo	O
inu	O
eto	O
iselu	O
fun	O
igba	O
akoko	O
.	O
	
ise	O
isakoso	O
buhari	B-PER
odun	B-DATE
meta	I-DATE
ni	O
yoo	O
""""""""""	O
gbe	O
e	O
""""""""""	O
leyin	O
ati	O
pe	O
yoo	O
ba	O
ifi	O
naijiria	B-LOC
si	O
ipo	O
olu	O
orile-ede	O
ti	O
ise	O
ti	O
po	O
ju	O
.	O
	
iwe	B-ORG
iroyin	I-ORG
punch	I-ORG
se	O
ifojusun	O
""""""""""	O
ipesipo	O
""""""""""	O
gege	O
bi	O
""""""""""	O
airotele	O
""""""""""	O
ati	O
pe	O
o	O
ti	O
pin	O
ilu	O
yebeyebe	O
.	O
	
eto	O
igbogunti	O
iwa	O
ajebanu	O
re	O
fi	O
si	O
egbe	O
kan	O
.	O
	
igbese	O
ti	O
o	O
gbe	O
lai	O
pe	O
yii	O
lati	O
se	O
igbejo	O
adajo	O
agba	O
orile	O
ede	O
ti	O
